market,brand,product_name,source_method,sold_color_code_hex1,sold_color_code_hex2,sold_color_code_hex3,image_url
market1,3CE,3CE Shine Reflector ทรีซีอี ชายน์ รีเฟล็กเตอร์,image,#a3586d,https://filebroker-cdn.lazada.co.th/kf/Sa2416b6b97f74307b906d96e9041dc7eT.jpg
market1,3CE,3CE Shine Reflector 1.7g ทรีซีอี ลิปสติกเนื้อออยล์,image,#782f42,https://sg-test-11.slatic.net/p/1b370f20ef6736bf6d7f1ce4e46c80c9.jpg
market1,3CE,3CE ทรีซีอี เกลซซี่ ลิป โกลว์ 3.2ก. 37 ราสเบอร์รี่,image,#9e021e,https://sg-test-11.slatic.net/p/4a7d82a846c802a13e49b0564dae24d1.jpg
market1,3CE,3CE ทรีซีอี เวลเวท ลิป ทิ้นท์ พลัช 4ก. 10 แคชเมียร์ นู้ด,image,#A75464,https://sg-test-11.slatic.net/p/c9d979292bfd76260c9eecbf9cb03080.jpg
market1,3CE,"3CE Lazy Pop Lip Stain ทรีซีอี เลซี ป๊อป สเตน 4.5 กรัม (ลิปสติก, ลิปทิ้นท์)",image,#A31E41,https://filebroker-cdn.lazada.co.th/kf/S734132ad390444079613147fe11957f1O.jpg
market1,3CE,"3CE Blur Water Tint ทรีซีอี เบลอ วอเตอร์ ทิ้นท์ 4.6 กรัม (ลิปสติก, ลิปจิ้มจุ่ม ลิปทิ้นท์)",image,#976663,https://filebroker-cdn.lazada.co.th/kf/Se558e50ea6114c47a38cbb706cba60115.jpg
market1,3CE,3CE ทรีซีอี เวลเวท ลิป ทิ้นท์ พลัช 4ก. 07 ดัสกี้ พิงค์,image,#A8555A,https://sg-test-11.slatic.net/p/2ddd49cf88889de6d0139a2985689c33.jpg
market1,3CE,3CE ทรีซีอี เวลเวท ลิป ทิ้นท์ พลัช 4ก. 26 คอฟฟี่ เดท,image,#A8555A,https://sg-test-11.slatic.net/p/5594794f14d9f45188c42805e9c432a2.jpg
market1,3CE,3CE Blur Water Tint ลิปทินท์ 4.6g BEAUTRIUM บิวเทรี่ยม,image,#8B473D,https://th-live-01.slatic.net/p/1cd40114d8139214fb9bf77f85134ee7.png
market1,3CE,3CE Sketchstick lip ทรีซีอี Sketchstick lipstick matte finish vibrant color creamy smooth,image,#B23A38,https://filebroker-cdn.lazada.co.th/kf/Sed670b27d28d4fb8991e6e44267fb637R.jpg
market1,3CE,3CE ทรีซีอี เกลซซี่ ลิป โกลว์ 3.2ก. 30 เมลท์ติ้ง,image,#a35e55,https://sg-test-11.slatic.net/p/879abd356287f8e38f66eb4ede34950b.jpg
market1,3CE,BONITA U ❤️ 3CE Soft Matte Lipstick #ลิปสติกซอฟต์แมทท์,image,#d4556a,https://th-live-01.slatic.net/p/3d2b342b51ba52ea2c88ec8e97f713d6.jpg
market1,3CE,3CE Cashmerehug Lipstick ลิปสติก 4g BEAUTRIUM บิวเทรี่ยม,image,#A9716A,https://th-live-01.slatic.net/p/56f113bc1b8f5127b8bcf657ba93eb8b.png
market1,3CE,3CE Blur Matte Lipstick 4g ทรีซีอี ลิปแมทเนื้อนุ่ม,image,#854F4B,https://sg-test-11.slatic.net/p/6b3206a1032f70f941b3a3741778f7c5.jpg
market1,3CE,3CE Cashmere Hug Lipstick ทรีซีอี ลิปสติกเนื้อแมทเนียนนุ่ม ดุจแคชเมียร์,image,#9B6761,https://sg-test-11.slatic.net/p/998cd9352d4f8639a23959e7f28a40c8.jpg
market1,3CE,"3CE Blur Matte Lipstick ทรีซีอี เบลอแมท ลิปสติก 4 กรัม (ลิปสติก, ลิปแมท)",image,#8F5652,https://filebroker-cdn.lazada.co.th/kf/Sa387948f14a2499c8c7247dc6c2e7652u.jpg
market1,3CE,3CE ทรีซีอี เกลซซี่ ลิป โกลว์ 3.2ก. 32 พีชชี่,image,#b35846,https://sg-test-11.slatic.net/p/978717f5f83def7e3c59d902148fa5af.jpg
market1,3CE,3CE ทรีซีอี แคชเมียร์ ฮัก ลิปสติก 3.5ก. 02 เพียว เบลนดิ้ง,image,#c75667,https://sg-test-11.slatic.net/p/7e3b9a6ebc591e54299f61b05d7b5c09.jpg
market1,3CE,3CE ทรีซีอี ชายน์ รีเฟล็กเตอร์ ลิป 1.7ก. เรน ออร์ ไชน์,image,#a3404f,https://sg-test-11.slatic.net/p/8a9236d13e601f04114bd93b61e7be03.jpg
market1,3CE,3CE ทรีซีอี เวลเวท ลิป ทิ้นท์ พลัช 4ก. 21 ฮีทเท็ด,image,#C94A42,https://sg-test-11.slatic.net/p/5370e29d826a0f542031b33b310bdf3d.jpg
market1,3CE,3CE ทรีซีอี แคชเมียร์ ฮัก ลิปสติก 3.5ก. 01 โอ๊ต,image,#D2928D,https://sg-test-11.slatic.net/p/8cec396e04294c77f22c2374b83da802.jpg
market1,3CE,3CE ทรีซีอี เกลซซี่ ลิป โกลว์ 3.2ก. 36 ดับเบิ้ล,image,#C17A66,https://sg-test-11.slatic.net/p/5a4a0bd536035046c9667741b4510778.jpg
market1,3CE,3CE HAZY LIP CLAY ทรีซีอี เฮซี ลิป เคลย์ ลิปสติกเนื้อแมท#2  #VV,image,#A34237,https://th-live-01.slatic.net/p/e9c42dff5e4060c75997d70d2fc6cc46.png
market1,3CE,🔥 ล็อตใหม่ล่าสุด 🔥 สีใหม่!! 3CE VELVET LIP TINT ลิปทินท์เนื้อลิคควิด#7,image,#8B3D34,https://th-live-01.slatic.net/p/afaaa9d7e9338549c258e8f56a4150be.png
market1,3CE,3CE ทรีซีอี เกลซซี่ ลิป โกลว์ 3.2ก. 35 พิ้งค์ ทูป,image,#E06A8C,https://sg-test-11.slatic.net/p/a95049096910fd13b89eaa6fde13dfd1.jpg
market1,3CE,3CE ทรีซีอี เกลซซี่ ลิป โกลว์ 3.2ก. 39 บาวน์ซี่,image,#E5866D ,https://sg-test-11.slatic.net/p/51d4e2b2a30af734c35cf88abbc0eba0.jpg
